Brand,Restaurant ID,Site,RWT Adjustment,Order Inaccuracy Adjustment,Opening Hours Adjustment,JBP Discount,Headline Commission,Total Commission Change,New Commission
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,32.59%,1.70%,30.89%
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,25.86%,1.70%,24.16%
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,25.62%,1.70%,23.92%
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,31.59%,1.70%,29.89%
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,30.00%,1.70%,28.30%
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,28.78%,1.70%,27.08%
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,27.82%,1.70%,26.12%
Sessions Market,723979,Rudi's @ Hutton Fish Bar- Brentwood,-0.4,-0.8,0,-0.5,27.04%,1.70%,25.34%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,27.82%,-0.90%,28.72%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,30.00%,-0.90%,30.90%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,27.04%,-0.90%,27.94%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,25.86%,-0.90%,26.76%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,32.59%,-0.90%,33.49%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,25.62%,-0.90%,26.52%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,31.59%,-0.90%,32.49%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,28.78%,-0.90%,29.68%
Sessions Market,719934,Rudi's @ Indian Mirchi - Northampton,0.8,0.6,0,-0.5,26.40%,-0.90%,27.30%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,27.04%,1.70%,25.34%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,27.82%,1.70%,26.12%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,25.62%,1.70%,23.92%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,32.59%,1.70%,30.89%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,25.86%,1.70%,24.16%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,31.59%,1.70%,29.89%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,28.78%,1.70%,27.08%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,26.40%,1.70%,24.70%
Sessions Market,741377,Rudi's @ Jack Murphy's (Wind St) - Swansea,-0.4,-0.8,0,-0.5,30.00%,1.70%,28.30%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,25.62%,2.70%,22.92%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,31.59%,2.70%,28.89%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,32.59%,2.70%,29.89%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,25.86%,2.70%,23.16%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,30.00%,2.70%,27.30%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,27.82%,2.70%,25.12%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,28.78%,2.70%,26.08%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,26.40%,2.70%,23.70%
Sessions Market,761802,Rudi's @ Jangos - Chertsey,-1.8,-0.4,0,-0.5,27.04%,2.70%,24.34%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,25.62%,1.70%,23.92%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,32.59%,1.70%,30.89%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,28.78%,1.70%,27.08%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,30.00%,1.70%,28.30%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,25.86%,1.70%,24.16%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,27.82%,1.70%,26.12%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,27.04%,1.70%,25.34%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,31.59%,1.70%,29.89%
Sessions Market,755777,Rudi's @ Jungle Grill (Walton) - Liverpool,0.8,-2,0,-0.5,26.40%,1.70%,24.70%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,25.86%,4.90%,20.96%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,32.59%,4.90%,27.69%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,27.04%,4.90%,22.14%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,28.78%,4.90%,23.88%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,31.59%,4.90%,26.69%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,26.40%,4.90%,21.50%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,25.62%,4.90%,20.72%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,30.00%,4.90%,25.10%
Sessions Market,744764,Rudi's @ Kebabalicious - Wythenshawe,-2,-2.4,0,-0.5,27.82%,4.90%,22.92%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,26.40%,-1.10%,27.50%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,30.00%,-1.10%,31.10%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,27.82%,-1.10%,28.92%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,32.59%,-1.10%,33.69%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,31.59%,-1.10%,32.69%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,27.04%,-1.10%,28.14%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,25.62%,-1.10%,26.72%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,28.78%,-1.10%,29.88%
Sessions Market,722084,Rudi's @ La Durum - Gloucester,0.8,1.6,-0.8,-0.5,25.86%,-1.10%,26.96%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,27.04%,1.70%,25.34%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,26.40%,1.70%,24.70%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,32.59%,1.70%,30.89%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,31.59%,1.70%,29.89%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,28.78%,1.70%,27.08%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,25.86%,1.70%,24.16%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,25.62%,1.70%,23.92%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,27.82%,1.70%,26.12%
Sessions Market,735581,Rudi's @ Loaded - Ipswich,-0.4,-0.8,0,-0.5,30.00%,1.70%,28.30%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,31.59%,1.30%,30.29%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,26.40%,1.30%,25.10%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,25.86%,1.30%,24.56%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,28.78%,1.30%,27.48%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,30.00%,1.30%,28.70%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,27.82%,1.30%,26.52%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,32.59%,1.30%,31.29%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,25.62%,1.30%,24.32%
Sessions Market,727908,Rudi's @ Loaded and Grill - Newcastle,-0.4,0.4,-0.8,-0.5,27.04%,1.30%,25.74%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,32.59%,1.90%,30.69%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,27.82%,1.90%,25.92%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,28.78%,1.90%,26.88%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,26.40%,1.90%,24.50%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,27.04%,1.90%,25.14%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,30.00%,1.90%,28.10%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,25.86%,1.90%,23.96%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,31.59%,1.90%,29.69%
Sessions Market,695385,Rudi's @ London Cooking Hubs - Finchley,0,-0.8,-0.6,-0.5,25.62%,1.90%,23.72%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,28.78%,2.70%,26.08%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,30.00%,2.70%,27.30%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,25.86%,2.70%,23.16%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,25.62%,2.70%,22.92%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,27.82%,2.70%,25.12%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,32.59%,2.70%,29.89%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,27.04%,2.70%,24.34%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,26.40%,2.70%,23.70%
Sessions Market,755780,Rudi's @ Luckys - Wokingham,-0.6,-1.2,-0.4,-0.5,31.59%,2.70%,28.89%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,28.78%,1.70%,27.08%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,30.00%,1.70%,28.30%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,27.04%,1.70%,25.34%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,25.86%,1.70%,24.16%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,31.59%,1.70%,29.89%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,27.82%,1.70%,26.12%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,26.40%,1.70%,24.70%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,25.62%,1.70%,23.92%
Sessions Market,668762,Rudi's @ Mac Junkies - Bow,-0.6,-0.2,-0.4,-0.5,32.59%,1.70%,30.89%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,28.78%,0.90%,27.88%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,32.59%,0.90%,31.69%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,30.00%,0.90%,29.10%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,26.40%,0.90%,25.50%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,27.82%,0.90%,26.92%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,31.59%,0.90%,30.69%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,27.04%,0.90%,26.14%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,25.62%,0.90%,24.72%
Sessions Market,742860,Rudi's @ Maharani Indian Takeaway - Cambridge,0.8,0,-1.2,-0.5,25.86%,0.90%,24.96%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,26.40%,3.50%,22.90%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,27.04%,3.50%,23.54%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,25.62%,3.50%,22.12%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,27.82%,3.50%,24.32%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,31.59%,3.50%,28.09%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,32.59%,3.50%,29.09%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,25.86%,3.50%,22.36%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,30.00%,3.50%,26.50%
Sessions Market,755688,Rudi's @ Manjaros - Shoreditch,-0.4,-1.4,-1.2,-0.5,28.78%,3.50%,25.28%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,30.00%,-1.70%,31.70%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,32.59%,-1.70%,34.29%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,31.59%,-1.70%,33.29%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,25.62%,-1.70%,27.32%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,27.82%,-1.70%,29.52%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,25.86%,-1.70%,27.56%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,26.40%,-1.70%,28.10%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,27.04%,-1.70%,28.74%
Sessions Market,755730,Rudi's @ Mantra Progressive Indian,0.6,1.6,0,-0.5,28.78%,-1.70%,30.48%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,32.59%,2.90%,29.69%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,28.78%,2.90%,25.88%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,27.82%,2.90%,24.92%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,27.04%,2.90%,24.14%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,25.62%,2.90%,22.72%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,30.00%,2.90%,27.10%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,26.40%,2.90%,23.50%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,25.86%,2.90%,22.96%
Sessions Market,733397,Rudi's @ Messy Chef Express - Havant,0.8,-2,-1.2,-0.5,31.59%,2.90%,28.69%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,26.40%,1.10%,25.30%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,32.59%,1.10%,31.49%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,25.62%,1.10%,24.52%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,31.59%,1.10%,30.49%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,30.00%,1.10%,28.90%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,27.82%,1.10%,26.72%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,28.78%,1.10%,27.68%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,25.86%,1.10%,24.76%
Sessions Market,693130,Rudi's @ Metro's - Swanley,-1.4,1.6,-0.8,-0.5,27.04%,1.10%,25.94%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,30.00%,-0.10%,30.10%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,26.40%,-0.10%,26.50%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,31.59%,-0.10%,31.69%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,27.04%,-0.10%,27.14%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,27.82%,-0.10%,27.92%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,28.78%,-0.10%,28.88%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,32.59%,-0.10%,32.69%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,25.86%,-0.10%,25.96%
Sessions Market,723991,Rudi's @ Mexican Rico - Sunbury,-0.8,1.6,-0.2,-0.5,25.62%,-0.10%,25.72%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,25.86%,1.70%,24.16%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,28.78%,1.70%,27.08%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,25.62%,1.70%,23.92%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,26.40%,1.70%,24.70%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,27.04%,1.70%,25.34%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,30.00%,1.70%,28.30%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,27.82%,1.70%,26.12%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,31.59%,1.70%,29.89%
Sessions Market,727128,Rudi's @ Milano Pizza - Corringham 24/06,0.8,-0.8,-1.2,-0.5,32.59%,1.70%,30.89%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,30.00%,2.10%,27.90%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,28.78%,2.10%,26.68%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,27.82%,2.10%,25.72%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,26.40%,2.10%,24.30%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,25.62%,2.10%,23.52%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,31.59%,2.10%,29.49%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,25.86%,2.10%,23.76%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,32.59%,2.10%,30.49%
Sessions Market,706450,Rudi's @ MNM Pizza and Grill - Dagenham,0.8,-2.4,0,-0.5,27.04%,2.10%,24.94%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,28.78%,1.70%,27.08%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,27.04%,1.70%,25.34%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,25.62%,1.70%,23.92%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,26.40%,1.70%,24.70%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,27.82%,1.70%,26.12%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,32.59%,1.70%,30.89%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,25.86%,1.70%,24.16%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,30.00%,1.70%,28.30%
Sessions Market,761476,Rudi's @ Mokka - Eccles,-0.4,-0.8,0,-0.5,31.59%,1.70%,29.89%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,30.00%,2.70%,27.30%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,25.86%,2.70%,23.16%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,25.62%,2.70%,22.92%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,32.59%,2.70%,29.89%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,31.59%,2.70%,28.89%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,27.82%,2.70%,25.12%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,28.78%,2.70%,26.08%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,27.04%,2.70%,24.34%
Sessions Market,668765,Rudi's @ Morley's- Wandsworth,0.8,-2,-1,-0.5,26.40%,2.70%,23.70%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,27.04%,1.70%,25.34%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,27.82%,1.70%,26.12%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,28.78%,1.70%,27.08%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,32.59%,1.70%,30.89%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,31.59%,1.70%,29.89%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,25.62%,1.70%,23.92%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,26.40%,1.70%,24.70%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,30.00%,1.70%,28.30%
Sessions Market,736531,Rudi's @ Morleys- Rochester,-0.4,-0.8,0,-0.5,25.86%,1.70%,24.16%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,30.00%,1.70%,28.30%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,26.40%,1.70%,24.70%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,31.59%,1.70%,29.89%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,25.86%,1.70%,24.16%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,27.82%,1.70%,26.12%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,28.78%,1.70%,27.08%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,25.62%,1.70%,23.92%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,32.59%,1.70%,30.89%
Sessions Market,755734,Rudi's @ Moxies Fish and Chips - Balham,-0.4,-0.8,0,-0.5,27.04%,1.70%,25.34%
Sessions Market,707053,Rudi's @ Mr Kebabish - Lewisham,0.8,1.6,-1.2,-0.5,27.82%,-0.70%,28.52%
Sessions Market,707053,Rudi's @ Mr Kebabish - Lewisham,0.8,1.6,-1.2,-0.5,27.04%,-0.70%,27.74%
Sessions Market,707053,Rudi's @ Mr Kebabish - Lewisham,0.8,1.6,-1.2,-0.5,32.59%,-0.70%,33.29%
Sessions Market,707053,Rudi's @ Mr Kebabish - Lewisham,0.8,1.6,-1.2,-0.5,30.00%,-0.70%,30.70%
